row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
9789329,2016,1,Aitkin,COMMERCIAL,3,45 - 64 years,M,26,92012,CPT/HCPCS,EYE EXAM ESTABLISH PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,26,285,"$2,240.54 ",$86.17 ,$87.02 ,"$1,879.08 ",$72.27 ,$82.80 ,$361.46 ,$13.90 ,$0.00 
9793697,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,28,82947,CPT/HCPCS,ASSAY GLUCOSE BLOOD QUANT,233,Laboratory - Chemistry and hematology,32,302,$593.44 ,$21.19 ,$5.65 ,$593.44 ,$21.19 ,$5.65 ,$0.00 ,$0.00 ,$0.00 
9796865,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,116,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,230,"1,256","$39,833.21 ",$343.38 ,$250.65 ,"$39,623.62 ",$341.58 ,$250.65 ,$209.59 ,$1.80 ,$0.00 
9802481,2016,1,Aitkin,MEDICARE,3,45 - 64 years,F,11,A0429,CPT/HCPCS,AMB SERVICE BLS EMERGENCY TRANSPORT,239,"Transportation - Patient, provider, equipment",18,132,"$5,926.83 ",$538.80 ,$442.80 ,"$4,596.83 ",$417.89 ,$352.80 ,"$1,330.00 ",$120.90 ,$90.00 
9806033,2016,1,Aitkin,MEDICARE,4,65 - 74 years,F,103,98940,CPT/HCPCS,CHIROPRACT MANJ 1-2 REGIONS,163,Musculoskeletal procedures - Therapeutic (other),584,"1,236","$14,483.28 ",$140.61 ,$83.49 ,"$11,200.78 ",$108.74 ,$72.00 ,"$3,282.50 ",$31.86 ,$10.90 
9808169,2016,1,Aitkin,MEDICARE,4,65 - 74 years,M,24,99219,CPT/HCPCS,INITIAL OBSERVATION CARE,301,Observation care services,29,288,"$2,679.41 ",$111.64 ,$130.32 ,"$2,352.95 ",$98.03 ,$104.37 ,$326.46 ,$13.60 ,$0.00 
9811985,2016,1,Aitkin,MEDICARE,5,75 years and older,M,211,85027,CPT/HCPCS,COMPLETE CBC AUTOMATED,233,Laboratory - Chemistry and hematology,338,"2,423","$1,059.10 ",$5.01 ,$0.00 ,"$1,047.31 ",$4.96 ,$0.00 ,$11.79 ,$0.05 ,$0.00 
9814841,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,66,97535,CPT/HCPCS,SELF CARE MNGMENT TRAINING,236,"Non-hospital-based care (home health, hospice)",200,719,"$12,457.54 ",$188.75 ,$75.00 ,"$10,517.36 ",$159.35 ,$44.15 ,"$1,940.18 ",$29.39 ,$0.00 
9817361,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,81,96375,CPT/HCPCS,TX/PRO/DX INJ NEW DRUG ADDON,231,Therapeutic procedures - Other,116,933,"$9,670.91 ",$119.39 ,$93.05 ,"$8,637.14 ",$106.63 ,$82.59 ,"$1,033.77 ",$12.76 ,$0.00 
9819833,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,45,80345,CPT/HCPCS,DRUG SCREENING BARBITURATES,235,Laboratory - Other,72,509,"$1,760.66 ",$39.12 ,$18.00 ,"$1,454.81 ",$32.32 ,$18.00 ,$305.85 ,$6.79 ,$0.00 
9821681,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,61,J2370,CPT/HCPCS,INJECTION PHENYLEPHRINE HCL TO 1 ML,240,"Medications (injections, infusions, other forms)",68,686,"$1,580.47 ",$25.90 ,$22.29 ,"$1,563.55 ",$25.63 ,$21.09 ,$16.92 ,$0.27 ,$0.00 
9824009,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,11,87116,CPT/HCPCS,MYCOBACTERIA CULTURE,206,"Microscopic examination (e.g., lab, toxicology)",13,130,$394.62 ,$35.87 ,$28.98 ,$343.19 ,$31.19 ,$28.56 ,$51.43 ,$4.67 ,$0.00 
9826673,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,93,43235,CPT/HCPCS,EGD DIAGNOSTIC BRUSH WASH,70,"GI (upper) endoscopy, biopsy",159,"1,039","$101,946.00 ","$1,096.19 ","$1,007.39 ","$80,054.43 ",$860.80 ,$887.39 ,"$21,891.57 ",$235.39 ,$0.00 
9828137,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,34,86765,CPT/HCPCS,RUBEOLA ANTIBODY,235,Laboratory - Other,34,397,$860.92 ,$25.32 ,$22.44 ,$579.25 ,$17.03 ,$21.12 ,$281.67 ,$8.28 ,$0.00 
9829409,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,160,G0378,CPT/HCPCS,HOSPITAL OBSERVATN SERVICE PER HOUR,301,Observation care services,334,"1,766","$193,806.32 ","$1,211.28 ",$675.30 ,"$180,254.89 ","$1,126.59 ",$675.30 ,"$13,551.43 ",$84.69 ,$0.00 
9831809,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,18,75571,CPT/HCPCS,CT HRT W/O DYE W/CA TEST,178,CT scan - Chest,23,211,"$2,576.38 ",$143.13 ,$158.11 ,"$1,250.76 ",$69.48 ,$38.44 ,"$1,325.62 ",$73.64 ,$0.00 
9833153,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,"3,188",99203,CPT/HCPCS,OFFICE O/P NEW LOW 30-44 MIN,300,Office/outpatient services - Office visits,"3,794","35,804","$747,258.66 ",$234.39 ,$224.78 ,"$436,505.89 ",$136.92 ,$131.34 ,"$310,752.77 ",$97.47 ,$40.00 
9836729,2016,3,Anoka,COMMERCIAL,4,65 - 74 years,M,12,80069,CPT/HCPCS,RENAL FUNCTION PANEL,233,Laboratory - Chemistry and hematology,21,142,$664.21 ,$55.35 ,$20.80 ,$568.74 ,$47.39 ,$11.24 ,$95.47 ,$7.95 ,$7.68 
9840977,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,23,73060,CPT/HCPCS,X-RAY EXAM OF HUMERUS,226,Radiology - Diagnostic (other),37,262,$992.08 ,$43.13 ,$19.03 ,$992.08 ,$43.13 ,$19.03 ,$0.00 ,$0.00 ,$0.00 
9842945,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,16,174,REV,Nursery/Level IV,50002,Room and board (nursery) services,17,100,"$412,376.57 ","$25,773.53 ",$0.00 ,"$412,376.57 ","$25,773.53 ",$0.00 ,$0.00 ,$0.00 ,$0.00 
9844817,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,45,99401,CPT/HCPCS,PREVENTIVE COUNSELING INDIV,310,Office/outpatient services - Preventive visits,46,463,"$1,458.97 ",$32.42 ,$27.06 ,"$1,458.97 ",$32.42 ,$27.06 ,$0.00 ,$0.00 ,$0.00 
9847001,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,47,73080,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),68,522,"$1,468.60 ",$31.24 ,$22.11 ,"$1,374.08 ",$29.23 ,$21.53 ,$94.52 ,$2.01 ,$0.00 
9848321,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,271,97530,CPT/HCPCS,THERAPEUTIC ACTIVITIES,213,Physical/occupational/speech therapy - Exercises,809,"3,106","$28,065.27 ",$103.56 ,$45.78 ,"$28,065.27 ",$103.56 ,$45.78 ,$0.00 ,$0.00 ,$0.00 
9849833,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,39,255,REV,Drugs/Incident RAD,50008,Pharmacy and IV services,46,376,$743.75 ,$19.07 ,$0.00 ,$443.75 ,$11.37 ,$0.00 ,$300.00 ,$7.69 ,$0.00 
9852017,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,117,99244,CPT/HCPCS,OFFICE CONSULTATION,303,Consultations,121,"1,241","$15,120.35 ",$129.23 ,$133.40 ,"$14,845.30 ",$126.88 ,$133.40 ,$275.05 ,$2.35 ,$0.00 
9854609,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,38,73660,CPT/HCPCS,X-RAY EXAM OF TOE(S),226,Radiology - Diagnostic (other),55,446,"$1,265.04 ",$33.29 ,$20.05 ,"$1,109.38 ",$29.19 ,$19.31 ,$155.66 ,$4.09 ,$0.00 
9856073,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,105,A4604,CPT/HCPCS,TUBING W/INTGR HEAT ELEM W/PAP DEVC,243,DME and supplies,146,"1,214","$7,403.78 ",$70.51 ,$63.00 ,"$7,403.78 ",$70.51 ,$63.00 ,$0.00 ,$0.00 ,$0.00 
9858449,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,44,70486,CPT/HCPCS,CT MAXILLOFACIAL W/O DYE,177,CT scan - Head,56,483,"$4,938.74 ",$112.24 ,$88.19 ,"$4,838.74 ",$109.97 ,$86.85 ,$100.00 ,$2.27 ,$0.00 
9787296,2016,1,Aitkin,COMMERCIAL,3,45 - 64 years,F,78,7025F,CPT/HCPCS,PT INFOSYS ALARM 4 NXT MAMMO,998,CPT codes not classified (F codes),79,885,$0.02 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.00 ,$0.00 
9793584,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,29,80076,CPT/HCPCS,HEPATIC FUNCTION PANEL,235,Laboratory - Other,43,327,"$1,561.57 ",$53.84 ,$53.66 ,"$1,547.54 ",$53.36 ,$53.66 ,$14.03 ,$0.48 ,$0.00 
9796848,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,99233,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,97,235,"$7,395.41 ",$352.16 ,$150.00 ,"$7,395.41 ",$352.16 ,$150.00 ,$0.00 ,$0.00 ,$0.00 
9788004,2016,1,Aitkin,COMMERCIAL,3,45 - 64 years,F,511,99213,CPT/HCPCS,OFFICE O/P EST LOW 20-29 MIN,300,Office/outpatient services - Office visits,"1,239","5,431","$131,796.36 ",$257.91 ,$186.88 ,"$74,530.15 ",$145.85 ,$87.67 ,"$57,266.21 ",$112.06 ,$80.00 
9793716,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,46,83605,CPT/HCPCS,ASSAY OF LACTIC ACID,233,Laboratory - Chemistry and hematology,59,521,"$1,689.71 ",$36.73 ,$32.61 ,"$1,672.90 ",$36.36 ,$32.12 ,$16.81 ,$0.36 ,$0.00 
9796476,2016,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,86,85027,CPT/HCPCS,COMPLETE CBC AUTOMATED,233,Laboratory - Chemistry and hematology,113,977,"$3,751.57 ",$43.62 ,$37.53 ,"$3,751.57 ",$43.62 ,$37.53 ,$0.00 ,$0.00 ,$0.00 
9800532,2016,1,Aitkin,MEDICARE,2,19 - 44 years,F,32,80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,105,377,"$1,111.56 ",$34.73 ,$0.00 ,$760.06 ,$23.75 ,$0.00 ,$351.50 ,$10.98 ,$0.00 
9805164,2016,1,Aitkin,MEDICARE,4,65 - 74 years,F,71,66984,CPT/HCPCS,XCAPSL CTRC RMVL W/O ECP,15,Eye procedures - Lens and cataract,301,851,"$142,827.03 ","$2,011.64 ","$1,970.34 ","$133,730.26 ","$1,883.52 ","$1,926.66 ","$9,096.77 ",$128.12 ,$30.00 
9808188,2016,1,Aitkin,MEDICARE,4,65 - 74 years,M,192,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,350,"2,232","$53,020.68 ",$276.14 ,$111.82 ,"$48,647.84 ",$253.37 ,$104.50 ,"$4,372.84 ",$22.77 ,$0.00 
9811716,2016,1,Aitkin,MEDICARE,5,75 years and older,M,17,73590,CPT/HCPCS,X-RAY EXAM OF LOWER LEG,226,Radiology - Diagnostic (other),32,197,"$2,106.17 ",$123.89 ,$56.10 ,"$1,587.70 ",$93.39 ,$56.10 ,$518.47 ,$30.49 ,$0.00 
9814404,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,52,87045,CPT/HCPCS,FECES CULTURE AEROBIC BACT,206,"Microscopic examination (e.g., lab, toxicology)",56,593,"$1,188.47 ",$22.85 ,$16.84 ,$831.18 ,$15.98 ,$15.89 ,$357.29 ,$6.87 ,$0.00 
9817284,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,37,94760,CPT/HCPCS,MEASURE BLOOD OXYGEN LEVEL,233,Laboratory - Chemistry and hematology,44,390,$104.16 ,$2.81 ,$0.00 ,$43.82 ,$1.18 ,$0.00 ,$60.34 ,$1.63 ,$0.00 
9819492,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,225,70553,CPT/HCPCS,MRI BRAIN STEM W/O & W/DYE,198,MRI (magnetic resonance imaging),353,"2,490","$293,867.61 ","$1,306.07 ",$823.44 ,"$238,808.52 ","$1,061.37 ",$732.05 ,"$55,059.09 ",$244.70 ,$81.34 
9820644,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,27,90846,CPT/HCPCS,FAMILY PSYTX W/O PT 50 MIN,218,"Psychological and psychiatric evaluation, therapy",67,294,"$7,150.88 ",$264.84 ,$118.00 ,"$4,970.80 ",$184.10 ,$91.75 ,"$2,180.08 ",$80.74 ,$40.00 
9822756,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,11,30930,CPT/HCPCS,THER FX NASAL INF TURBINATE,144,"Treatment, fracture, dislocation - Facial",14,122,"$22,129.16 ","$2,011.74 ","$2,075.36 ","$18,342.03 ","$1,667.45 ","$1,446.18 ","$3,787.13 ",$344.28 ,$137.51 
9802752,2016,1,Aitkin,MEDICARE,3,45 - 64 years,F,30,J1885,CPT/HCPCS,INJ KETOROLAC TROMETHAMINE 15 MG,240,"Medications (injections, infusions, other forms)",54,353,$112.06 ,$3.73 ,$0.00 ,$109.58 ,$3.65 ,$0.00 ,$2.48 ,$0.08 ,$0.00 
9806208,2016,1,Aitkin,MEDICARE,4,65 - 74 years,F,15,A9552,CPT/HCPCS,FDG F-18 FDG DX UP TO 45 MCI,243,DME and supplies,26,180,"$13,358.42 ",$890.56 ,$309.11 ,"$11,440.32 ",$762.68 ,$309.11 ,"$1,918.10 ",$127.87 ,$24.00 
9809304,2016,1,Aitkin,MEDICARE,5,75 years and older,F,32,36416,CPT/HCPCS,CAPILLARY BLOOD DRAW,235,Laboratory - Other,147,376,"$3,897.72 ",$121.80 ,$32.75 ,"$3,014.53 ",$94.20 ,$28.75 ,$883.19 ,$27.59 ,$0.00 
9811656,2016,1,Aitkin,MEDICARE,5,75 years and older,M,17,71275,CPT/HCPCS,CT ANGIOGRAPHY CHEST,178,CT scan - Chest,30,185,"$2,449.82 ",$144.10 ,$104.65 ,"$1,937.20 ",$113.95 ,$88.95 ,$512.62 ,$30.15 ,$13.62 
9814152,2016,3,Anoka,COMMERCIAL,1,18 years and under,F,28,82670,CPT/HCPCS,ASSAY OF TOTAL ESTRADIOL,233,Laboratory - Chemistry and hematology,40,327,"$1,697.76 ",$60.63 ,$47.03 ,"$1,358.85 ",$48.53 ,$39.21 ,$338.91 ,$12.10 ,$0.00 
9816144,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,38,42830,CPT/HCPCS,REMOVAL OF ADENOIDS,30,Tonsillectomy and/or adenoidectomy,67,430,"$111,454.85 ","$2,933.02 ","$3,271.15 ","$97,447.63 ","$2,564.41 ","$2,470.86 ","$14,007.22 ",$368.61 ,$0.00 
9817512,2016,3,Anoka,COMMERCIAL,1,18 years and under,M,114,99464,CPT/HCPCS,ATTENDANCE AT DELIVERY,302,Hospital inpatient services,114,770,"$18,542.61 ",$162.65 ,$167.48 ,"$11,380.97 ",$99.83 ,$127.71 ,"$7,161.64 ",$62.82 ,$0.00 
9820152,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,69,84402,CPT/HCPCS,ASSAY OF FREE TESTOSTERONE,233,Laboratory - Chemistry and hematology,73,729,"$3,348.17 ",$48.52 ,$42.41 ,"$1,559.93 ",$22.60 ,$15.61 ,"$1,788.24 ",$25.91 ,$15.00 
9821688,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,F,11,J2590,CPT/HCPCS,INJECTION OXYTOCIN UP TO 10 UNITS,240,"Medications (injections, infusions, other forms)",11,106,$95.09 ,$8.64 ,$0.43 ,$94.39 ,$8.58 ,$0.43 ,$0.70 ,$0.06 ,$0.00 
9824112,2016,3,Anoka,COMMERCIAL,2,19 - 44 years,M,598,88305,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,"1,040","6,600","$168,788.61 ",$282.25 ,$177.86 ,"$122,921.53 ",$205.55 ,$129.50 ,"$45,867.08 ",$76.70 ,$0.00 
9826464,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,26,31500,CPT/HCPCS,INSERT EMERGENCY AIRWAY,216,Respiratory intubation and mechanical ventilation,33,249,"$10,487.80 ",$403.37 ,$278.86 ,"$7,991.39 ",$307.36 ,$233.65 ,"$2,496.41 ",$96.01 ,$0.00 
9828336,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,33,88377,CPT/HCPCS,M/PHMTRC ALYS ISHQUANT/SEMIQ,234,Pathology,59,379,"$17,723.73 ",$537.08 ,$351.43 ,"$16,723.95 ",$506.78 ,$351.43 ,$999.78 ,$30.29 ,$0.00 
9830400,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,65,1036F,CPT/HCPCS,TOBACCO NON-USER,998,CPT codes not classified (F codes),111,683,$20.01 ,$0.30 ,$0.00 ,$20.00 ,$0.30 ,$0.00 ,$0.01 ,$0.00 ,$0.00 
9832488,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,35,86800,CPT/HCPCS,THYROGLOBULIN ANTIBODY,235,Laboratory - Other,41,372,"$1,009.25 ",$28.83 ,$23.43 ,$635.71 ,$18.16 ,$21.00 ,$373.54 ,$10.67 ,$0.00 
9834096,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,28,L3260,CPT/HCPCS,SURGICAL BOOT/SHOE EACH,243,DME and supplies,31,301,$549.08 ,$19.61 ,$17.60 ,$369.14 ,$13.18 ,$13.09 ,$179.94 ,$6.42 ,$1.01 
9838752,2016,3,Anoka,COMMERCIAL,5,75 years and older,F,11,99205,CPT/HCPCS,OFFICE O/P NEW HI 60-74 MIN,300,Office/outpatient services - Office visits,14,132,"$1,500.13 ",$136.37 ,$41.42 ,$655.04 ,$59.54 ,$20.82 ,$845.09 ,$76.82 ,$0.00 
9841776,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,21,92504,CPT/HCPCS,EAR MICROSCOPY EXAMINATION,31,"Nose, mouth, pharynx procedures - Diagnostic",21,242,$410.72 ,$19.55 ,$19.34 ,$410.72 ,$19.55 ,$19.34 ,$0.00 ,$0.00 ,$0.00 
9844368,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,58,88304,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,93,653,"$2,104.30 ",$36.28 ,$36.86 ,"$2,104.30 ",$36.28 ,$36.86 ,$0.00 ,$0.00 ,$0.00 
9845976,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,45,11983,CPT/HCPCS,REMOVE/INSERT DRUG IMPLANT,174,"Skin, breast procedures - Therapeutic (other)",46,486,"$7,312.31 ",$162.49 ,$140.24 ,"$7,285.36 ",$161.89 ,$138.08 ,$26.95 ,$0.59 ,$0.00 
9827763,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,40,82105,CPT/HCPCS,ALPHA-FETOPROTEIN SERUM,233,Laboratory - Chemistry and hematology,49,444,"$1,492.23 ",$37.30 ,$32.05 ,"$1,198.60 ",$29.96 ,$26.57 ,$293.63 ,$7.34 ,$0.00 
9828843,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,F,664,99283,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,"1,077","7,535","$336,725.96 ",$507.11 ,$446.02 ,"$217,432.89 ",$327.45 ,$261.74 ,"$119,293.07 ",$179.65 ,$62.21 
9830907,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,13,31237,CPT/HCPCS,NASAL/SINUS ENDOSCOPY SURG,31,"Nose, mouth, pharynx procedures - Diagnostic",18,149,"$13,805.41 ","$1,061.95 ",$746.21 ,"$13,600.08 ","$1,046.16 ",$721.21 ,$205.33 ,$15.79 ,$0.00 
9832635,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,37,88302,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,55,408,"$2,433.79 ",$65.77 ,$35.77 ,"$2,063.61 ",$55.77 ,$27.80 ,$370.18 ,$10.00 ,$0.00 
9834027,2016,3,Anoka,COMMERCIAL,3,45 - 64 years,M,17,K0738,CPT/HCPCS,PORT GASEOUS O2 SYS RNTL;HOM COMPRS,243,DME and supplies,96,154,"$5,437.48 ",$319.85 ,$198.24 ,"$4,619.46 ",$271.73 ,$198.24 ,$818.02 ,$48.11 ,$0.00 
9839283,2016,3,Anoka,COMMERCIAL,5,75 years and older,M,13,17311,CPT/HCPCS,MOHS 1 STAGE H/N/HF/G,170,Skin lesion - Excision,17,156,"$8,522.54 ",$655.58 ,$428.02 ,"$7,845.30 ",$603.48 ,$196.69 ,$677.24 ,$52.09 ,$0.00 
9842091,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,95,99401,CPT/HCPCS,PREVENTIVE COUNSELING INDIV,310,Office/outpatient services - Preventive visits,108,"1,037","$3,471.21 ",$36.53 ,$29.90 ,"$3,471.21 ",$36.53 ,$29.90 ,$0.00 ,$0.00 ,$0.00 
9844347,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,546,87804,CPT/HCPCS,INFLUENZA ASSAY W/OPTIC,206,"Microscopic examination (e.g., lab, toxicology)",847,"5,944","$17,460.82 ",$31.97 ,$32.64 ,"$17,460.82 ",$31.97 ,$32.64 ,$0.00 ,$0.00 ,$0.00 
9846675,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,14,58563,CPT/HCPCS,HYSTEROSCOPY ABLATION,125,Cervix and uterus - Other excision,21,155,"$17,703.21 ","$1,264.51 ",$451.91 ,"$17,507.26 ","$1,250.51 ",$451.91 ,$195.95 ,$13.99 ,$0.00 
9848379,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,166,99221,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,200,"1,780","$11,482.70 ",$69.17 ,$72.09 ,"$11,482.70 ",$69.17 ,$72.09 ,$0.00 ,$0.00 ,$0.00 
9851403,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,26,86360,CPT/HCPCS,T CELL ABSOLUTE COUNT/RATIO,235,Laboratory - Other,41,301,"$1,622.97 ",$62.42 ,$54.78 ,"$1,622.97 ",$62.42 ,$54.78 ,$0.00 ,$0.00 ,$0.00 
9853131,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,26,T4522,CPT/HCPCS,ADLT SZ DISPBL INCONT BRF/DIAPER MD,243,DME and supplies,201,311,"$29,128.57 ","$1,120.32 ",$949.89 ,"$28,998.77 ","$1,115.33 ",$946.94 ,$129.80 ,$4.99 ,$0.00 
9855435,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,102,88342,CPT/HCPCS,IMMUNOHISTO ANTB 1ST STAIN,234,Pathology,174,"1,153","$8,927.05 ",$87.52 ,$65.88 ,"$8,927.05 ",$87.52 ,$65.88 ,$0.00 ,$0.00 ,$0.00 
9857475,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,46,390,REV,Blood/Admin/Stor,50010,Blood and blood components,54,442,"$9,951.80 ",$216.34 ,$0.00 ,"$9,469.35 ",$205.85 ,$0.00 ,$482.45 ,$10.48 ,$0.00 
9859563,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,95816,CPT/HCPCS,EEG AWAKE AND DROWSY,199,EEG (electroencephalogram),15,163,"$1,743.19 ",$116.21 ,$75.09 ,"$1,737.19 ",$115.81 ,$75.09 ,$6.00 ,$0.40 ,$0.00 
9862515,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,72,T2003,CPT/HCPCS,NON-EMERG TRNSPRT; ENCOUNTER/TRIP,239,"Transportation - Patient, provider, equipment","2,068",844,"$50,217.31 ",$697.46 ,$283.80 ,"$50,217.31 ",$697.46 ,$283.80 ,$0.00 ,$0.00 ,$0.00 
10125569,2016,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,15,88312,CPT/HCPCS,SPECIAL STAINS GROUP 1,234,Pathology,26,167,"$1,366.74 ",$91.11 ,$86.24 ,"$1,366.74 ",$91.11 ,$86.24 ,$0.00 ,$0.00 ,$0.00 
10128761,2016,17,Carlton,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,16,99213,CPT/HCPCS,OFFICE O/P EST LOW 20-29 MIN,300,Office/outpatient services - Office visits,43,192,$577.94 ,$36.12 ,$36.36 ,$577.94 ,$36.12 ,$36.36 ,$0.00 ,$0.00 ,$0.00 
10134425,2016,17,Carlton,MEDICARE,3,45 - 64 years,M,16,17000,CPT/HCPCS,DESTRUCT PREMALG LESION,170,Skin lesion - Excision,31,192,$997.98 ,$62.37 ,$53.27 ,$830.39 ,$51.89 ,$49.03 ,$167.59 ,$10.47 ,$6.50 
10138145,2016,17,Carlton,MEDICARE,4,65 - 74 years,F,102,G8979,CPT/HCPCS,MOB: WALK MOV AROUND FCN LIM GOAL,999,HCPCS Level II codes not classified,358,"1,212","$8,507.58 ",$83.40 ,$0.00 ,"$4,883.08 ",$47.87 ,$0.00 ,"$3,624.50 ",$35.53 ,$0.00 
10141121,2016,17,Carlton,MEDICARE,5,75 years and older,F,55,732,REV,Telemetry,50017,Cardiology services,71,622,"$11,852.01 ",$215.49 ,$0.00 ,"$11,852.01 ",$215.49 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
9847680,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,95,86376,CPT/HCPCS,MICROSOMAL ANTIBODY EACH,235,Laboratory - Other,100,"1,031","$1,788.68 ",$18.82 ,$19.80 ,"$1,788.68 ",$18.82 ,$19.80 ,$0.00 ,$0.00 ,$0.00 
9849624,2016,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,T2021,CPT/HCPCS,DAY HABILITATION WAIVER; PER 15 MIN,237,Ancillary services,118,144,"$7,081.18 ",$590.09 ,$184.66 ,"$7,081.18 ",$590.09 ,$184.66 ,$0.00 ,$0.00 ,$0.00 
